exact,numeric
1.503000000000e+03,5.705095281550e+03
1.507000000000e+03,5.735214984881e+03
1.511000000000e+03,5.765414703624e+03
1.515000000000e+03,5.795694418141e+03
1.519000000000e+03,5.826054114906e+03
1.523000000000e+03,5.856493847351e+03
1.527000000000e+03,5.887013549650e+03
1.531000000000e+03,5.917613284720e+03
1.535000000000e+03,5.948292986270e+03
1.539000000000e+03,5.979052725358e+03
1.543000000000e+03,6.009892441031e+03
1.547000000000e+03,6.040812182140e+03
1.551000000000e+03,6.071811901605e+03
1.555000000000e+03,6.102891655721e+03
1.559000000000e+03,6.134051382093e+03
1.563000000000e+03,6.165291123635e+03
1.567000000000e+03,6.196610851908e+03
1.571000000000e+03,6.228010597349e+03
1.575000000000e+03,6.259490356518e+03
1.579000000000e+03,6.291050079099e+03
1.583000000000e+03,6.322689824743e+03
1.587000000000e+03,6.354409579005e+03
1.591000000000e+03,6.386209346906e+03
1.595000000000e+03,6.418089083230e+03
1.599000000000e+03,6.450048837749e+03
1.603000000000e+03,6.482088585795e+03
1.607000000000e+03,6.514208353985e+03
1.611000000000e+03,6.546408132537e+03
1.615000000000e+03,6.578687880359e+03
1.619000000000e+03,6.611047655837e+03
1.623000000000e+03,6.643487399658e+03
1.627000000000e+03,6.676007178463e+03
1.631000000000e+03,6.708606960120e+03
1.635000000000e+03,6.741286734012e+03
1.639000000000e+03,6.774046501196e+03
1.643000000000e+03,6.806886268406e+03
1.647000000000e+03,6.839806044677e+03
1.651000000000e+03,6.872805813196e+03
1.655000000000e+03,6.905885583749e+03
1.659000000000e+03,6.939045391785e+03
1.663000000000e+03,6.972285154866e+03
1.667000000000e+03,7.005604933127e+03
1.671000000000e+03,7.039004718005e+03
1.675000000000e+03,7.072484506033e+03
1.679000000000e+03,7.106044296592e+03
1.683000000000e+03,7.139684105756e+03
1.687000000000e+03,7.173403874654e+03
1.691000000000e+03,7.207203673055e+03
1.695000000000e+03,7.241083463275e+03
1.699000000000e+03,7.275043257313e+03
1.703000000000e+03,7.309083050849e+03
1.707000000000e+03,7.343202869828e+03
1.711000000000e+03,7.377402661810e+03
1.715000000000e+03,7.411682479725e+03
1.719000000000e+03,7.446042269370e+03
1.723000000000e+03,7.480482063753e+03
1.727000000000e+03,7.515001890979e+03
1.731000000000e+03,7.549601700050e+03
1.735000000000e+03,7.584281495101e+03
1.739000000000e+03,7.619041310522e+03
1.743000000000e+03,7.653881122606e+03
1.747000000000e+03,7.688800942190e+03
1.751000000000e+03,7.723800744731e+03
1.755000000000e+03,7.758880568280e+03
1.759000000000e+03,7.794040371101e+03
1.763000000000e+03,7.829280197833e+03
1.767000000000e+03,7.864600013869e+03
1.771000000000e+03,7.899999843055e+03
1.775000000000e+03,7.935479659536e+03
1.779000000000e+03,7.971039456790e+03
1.783000000000e+03,8.006679293811e+03
1.787000000000e+03,8.042399110127e+03
1.791000000000e+03,8.078198958440e+03
1.795000000000e+03,8.114078766918e+03
1.799000000000e+03,8.150038605983e+03
1.803000000000e+03,8.186078434774e+03
1.807000000000e+03,8.222198243379e+03
1.811000000000e+03,8.258398074503e+03
1.815000000000e+03,8.294677936153e+03
1.819000000000e+03,8.331037757339e+03
1.823000000000e+03,8.367477582434e+03
1.827000000000e+03,8.403997408590e+03
1.831000000000e+03,8.440597260667e+03
1.835000000000e+03,8.477277102810e+03
1.839000000000e+03,8.514036951640e+03
1.843000000000e+03,8.550876777710e+03
1.847000000000e+03,8.587796619697e+03
1.851000000000e+03,8.624796463424e+03
1.855000000000e+03,8.661876309943e+03
1.859000000000e+03,8.699036162094e+03
1.863000000000e+03,8.736276007130e+03
1.867000000000e+03,8.773595848331e+03
1.871000000000e+03,8.810995691123e+03
1.875000000000e+03,8.848475536528e+03
1.879000000000e+03,8.886035389658e+03
1.883000000000e+03,8.923675224163e+03
1.887000000000e+03,8.961395100019e+03
1.891000000000e+03,8.999194931388e+03
1.895000000000e+03,9.037074804716e+03
1.899000000000e+03,9.075034648224e+03
1.903000000000e+03,9.113074509968e+03
1.907000000000e+03,9.151194336882e+03
1.911000000000e+03,9.189394200974e+03
1.915000000000e+03,9.227674082059e+03
1.919000000000e+03,9.266033921479e+03
1.923000000000e+03,9.304473773453e+03
1.927000000000e+03,9.342993629871e+03
1.931000000000e+03,9.381593518801e+03
1.935000000000e+03,9.420273381737e+03
1.939000000000e+03,9.459033234528e+03
1.943000000000e+03,9.497873093098e+03
1.947000000000e+03,9.536792948922e+03
1.951000000000e+03,9.575792832075e+03
1.955000000000e+03,9.614872681953e+03
1.959000000000e+03,9.654032556958e+03
1.963000000000e+03,9.693272429491e+03
1.967000000000e+03,9.732592279463e+03
1.971000000000e+03,9.771992172943e+03
1.975000000000e+03,9.811472014512e+03
1.979000000000e+03,9.851031916085e+03
1.983000000000e+03,9.890671875276e+03
1.987000000000e+03,9.930396982435e+03
1.991000000000e+03,9.970339672584e+03
1.995000000000e+03,1.001208111602e+04
1.999000000000e+03,1.006347731261e+04
